2011|f|2|67441|105.3502765380110022|7104928|0.04146869817642505031
2011|f|3|8222|205.3753344684991486|1688596|0.00505561359420184700
2011|t|0|503339|4.1923137289182837|2110155|0.30949738395669708930
2011|t|1|73877|76.5028493306441788|5651801|0.04542612083420698747
2011|t|2|167292|92.5824127872223418|15488297|0.10286593400647231680
2011|t|3|10865|174.3742291762540267|1894576|0.00668076401131148962
2010|f|2|33933|105.4386585329914832|3577850|0.02086501290343605866
2010|f|3|4191|205.9286566451920783|863047|0.00257699788047919494
2010|t|0|244736|4.1868584924163180|1024675|0.15048536227080798199
2010|t|1|36410|76.5131007964844823|2785842|0.02238809182253578805
2010|t|2|81405|92.5371414532276887|7532986|0.05005500178010232975
2010|t|3|5440|174.8683823529411765|951284|0.00334499366972245776
